InitHand                           , InitSkat  , FinalHand                          , SkatCards , ISkFull,       JacksMask,  CntJ,  Aces,  Tens, Att10, Blk10, MxLen,   TKS,   PostJacksMask, PCntJ, PAces, PTens, PAtt10, PBlk10, PMxLen,  PTKS, PSkFull, SkPts,  WinProb,  ProbGrand,  ProbClubs, ProbSpades,  ProbHearts,  ProbDiamonds, ProbNull, WonMask ,  MaxProb,  BestGame,   DurationMs
[SJ HJ DJ CA CQ ST S9 HA DK D8]    , [SA DA]   , [DJ CA CQ SA ST S9 HA DA DK D8]    , [SJ HJ]   ,       2,             SHD,     3,     2,     1,     0,     0,     2,     0,               D,     1,     4,     1,      1,      0,      3,     0,       0,     4,   1.0000,     1.0000,     1.0000,     1.0000,      1.0000,        1.0000,   0.0000, GCSHD-  ,   1.0000,     Grand,     16725.64
[SJ HJ DJ CT SQ HK H9 H7 DA DT]    , [HA D8]   , [HJ DJ HA HK H9 H7 CT DA DT D8]    , [SJ SQ]   ,       1,             SHD,     3,     1,     2,     1,     1,     3,     0,              HD,     2,     2,     2,      1,      1,      4,     0,       0,     5,   1.0000,     0.9500,     0.6000,     0.3500,      1.0000,        0.9000,   0.1000, G--HD-  ,   1.0000,    Hearts,     16593.98
[C7 SA ST S9 S8 S7 HT H9 H7 DQ]    , [HQ H8]   , [SA ST S9 S8 S7 HQ HT H9 H8 H7]    , [C7 DQ]   ,       0,               -,     0,     1,     2,     1,     0,     5,     0,               -,     0,     1,     2,      1,      0,      5,     0,       0,     3,   1.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   1.0000, -----N  ,   1.0000,      Null,     13386.48
[SJ SA SK S7 HK HQ H9 DT DQ D9]    , [CK D7]   , [SA SK S7 HK HQ H9 DT DQ D9 D7]    , [SJ CK]   ,       0,               S,     1,     1,     1,     0,     0,     3,     0,               -,     0,     1,     1,      0,      0,      4,     0,       0,     6,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13616.33
[SJ HJ CA CT C9 SA S9 S7 DK D8]    , [CK D7]   , [SJ HJ DK D8 D7 CA CT CK C9 SA]    , [S9 S7]   ,       0,              SH,     2,     2,     1,     1,     0,     3,     0,              SH,     2,     2,     1,      1,      0,      4,     1,       0,     0,   0.9000,     0.6500,     0.8000,     0.7000,      0.0000,        0.9000,   0.1000, -CS-D-  ,   0.9000,  Diamonds,     19174.25
[CJ HJ CT CK C7 HQ H9 H8 H7 DT]    , [C8 DK]   , [CK CJ CT C8 C7 HQ HJ H9 H8 H7]    , [DK DT]   ,       0,              CH,     2,     0,     2,     0,     1,     4,     1,              CH,     2,     0,     1,      0,      0,      4,     1,       1,    14,   1.0000,     0.0000,     0.0500,     0.0000,      0.4000,        0.0000,   1.0000, -----N  ,   1.0000,      Null,     14170.91
[CT CK SA ST SK S8 HK DA DT DK]    , [S7 DQ]   , [SA ST SK S8 S7 CT CK DA DT DK]    , [HK DQ]   ,       0,               -,     0,     2,     3,     2,     0,     4,     1,               -,     0,     2,     3,      2,      0,      5,     1,       0,     7,   0.1000,     0.0000,     0.0000,     0.1000,      0.0000,        0.0000,   0.0000, ------  ,   0.1000,    Spades,     13290.28
[C9 SA S9 S8 S7 HA HT H9 D9 D7]    , [CK DQ]   , [C9 SA S9 S8 S7 HT H9 DQ D9 D7]    , [CK HA]   ,       0,               -,     0,     2,     1,     1,     0,     4,     0,               -,     0,     1,     1,      0,      0,      4,     0,       1,    15,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13387.60
[CJ HJ DJ CK CQ SK SQ S8 H8 DQ]    , [HK DK]   , [DJ CK CQ SK SQ S8 HK H8 DK DQ]    , [CJ HJ]   ,       0,             CHD,     3,     0,     0,     0,     0,     3,     0,               D,     1,     0,     0,      0,      0,      3,     0,       0,     4,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13300.14
[C8 C7 S8 S7 H8 DK DQ D9 D8 D7]    , [CT HQ]   , [C8 C7 S8 S7 H8 DK DQ D9 D8 D7]    , [CT HQ]   ,       1,               -,     0,     0,     0,     0,     0,     5,     0,               -,     0,     0,     0,      0,      0,      5,     0,       1,    13,   1.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   1.0000, -----N  ,   1.0000,      Null,     13452.11
[CJ CK C7 HA H9 DA DT DK D9 D8]    , [SA ST]   , [CJ DA DT DK D9 D8 CK SA ST HA]    , [C7 H9]   ,       2,               C,     1,     2,     1,     1,     0,     5,     1,               C,     1,     3,     2,      2,      0,      5,     1,       0,     0,   1.0000,     0.8500,     0.3000,     0.0000,      0.0000,        1.0000,   0.0000, G---D-  ,   1.0000,  Diamonds,     14193.84
[HJ C8 SA ST SK HQ H7 DA DT D7]    , [S8 D9]   , [HJ SA ST SK S8 HQ H7 DA DT D9]    , [C8 D7]   ,       0,               H,     1,     2,     2,     2,     0,     3,     0,               H,     1,     2,     2,      2,      0,      4,     1,       0,     0,   0.1000,     0.0500,     0.0000,     0.1000,      0.0000,        0.0500,   0.1000, ------  ,   0.1000,    Spades,     18125.75
[CJ HJ CA C8 SK HA H9 H8 DT D7]    , [SJ HQ]   , [CJ SJ HJ HA H9 H8 CA C8 DT D7]    , [HQ SK]   ,       0,              CH,     2,     2,     1,     0,     0,     3,     0,             CSH,     3,     2,     1,      0,      0,      3,     0,       0,     7,   1.0000,     0.8000,     0.7000,     0.4500,      1.0000,        0.9500,   0.0000, GC-HD-  ,   1.0000,    Hearts,     15479.93
[DJ C9 C7 SK HA HK HQ H8 DT DK]    , [C8 D9]   , [C9 C8 C7 HA HK H8 DK DJ DT D9]    , [SK HQ]   ,       0,               D,     1,     1,     1,     0,     0,     4,     0,               D,     1,     1,     1,      0,      0,      3,     1,       0,     7,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13268.57
[CT CK C9 ST S9 S8 HT H9 DK D9]    , [CQ SA]   , [CK CQ CT C9 SA ST S9 HT H9 D9]    , [S8 DK]   ,       1,               -,     0,     0,     3,     0,     0,     3,     1,               -,     0,     1,     3,      1,      0,      4,     1,       0,     4,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13281.48
[HJ DJ CT ST SQ HT HQ H8 DQ D9]    , [SJ C7]   , [SJ HJ DJ CT C7 ST SQ HT HQ H8]    , [DQ D9]   ,       0,              HD,     2,     0,     3,     0,     1,     3,     0,             SHD,     3,     0,     3,      0,      0,      3,     0,       0,     3,   0.0500,     0.0000,     0.0500,     0.0000,      0.0500,        0.0000,   0.0500, ------  ,   0.0500,     Clubs,     13285.73
[CJ DJ C9 C8 C7 S9 HK H7 DA DK]    , [SK HQ]   , [C9 C8 C7 SK S9 HK HQ H7 DA DK]    , [CJ DJ]   ,       0,              CD,     2,     1,     0,     0,     0,     3,     0,               -,     0,     1,     0,      0,      0,      3,     0,       0,     4,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13451.79
[C8 C7 S9 S8 HT HQ H9 H7 DT D8]    , [SA ST]   , [C8 C7 SA ST S9 S8 HQ H9 H7 D8]    , [HT DT]   ,       2,               -,     0,     0,     2,     0,     0,     4,     0,               -,     0,     1,     1,      1,      0,      4,     0,       2,    20,   0.4000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.4000, ------  ,   0.4000,      Null,     13438.68
[SJ CK C7 SA ST SQ H9 H7 DA DK]    , [CJ S9]   , [CJ SJ SA ST SQ S9 H9 H7 DA DK]    , [CK C7]   ,       0,               S,     1,     2,     1,     1,     0,     3,     0,              CS,     2,     2,     1,      1,      0,      4,     0,       0,     4,   0.7500,     0.7000,     0.4500,     0.7500,      0.4500,        0.0000,   0.0000, G-S---  ,   0.7500,    Spades,     15550.70
[CT CQ C9 SA S9 HT H9 DK D8 D7]    , [HK DT]   , [C9 SA S9 HT HK H9 DT DK D8 D7]    , [CT CQ]   ,       1,               -,     0,     1,     2,     0,     0,     3,     0,               -,     0,     1,     2,      0,      0,      4,     2,       1,    13,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13365.25
[SJ CQ C8 SQ S8 HA HT HQ H8 DA]    , [CK H7]   , [SJ HA HT HQ H8 H7 CK CQ C8 DA]    , [SQ S8]   ,       0,               S,     1,     2,     1,     1,     0,     4,     0,               S,     1,     2,     1,      1,      0,      5,     0,       0,     3,   0.5000,     0.0000,     0.0000,     0.0000,      0.5000,        0.0000,   0.0500, ------  ,   0.5000,    Hearts,     15156.80
[SJ DJ C9 S8 S7 HK HQ H9 DQ D8]    , [CA SK]   , [C9 SK SJ S8 S7 HQ H9 DQ DJ D8]    , [CA HK]   ,       1,              SD,     2,     0,     0,     0,     0,     3,     0,              SD,     2,     0,     0,      0,      0,      3,     0,       1,    15,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13423.99
[SJ HJ DJ CA C9 ST SQ HQ D9 D7]    , [HT DK]   , [SJ HJ DJ ST SQ CA C9 DK D9 D7]    , [HT HQ]   ,       1,             SHD,     3,     1,     1,     0,     0,     2,     0,             SHD,     3,     1,     1,      0,      0,      3,     0,       1,    13,   0.1000,     0.0000,     0.0000,     0.1000,      0.0500,        0.0000,   0.0000, ------  ,   0.1000,    Spades,     13473.17
[SJ CT CQ C8 SA SK HK HQ DQ D9]    , [H9 DA]   , [CQ C8 SA SK HK HQ H9 DA DQ D9]    , [SJ CT]   ,       1,               S,     1,     1,     1,     0,     0,     3,     0,               -,     0,     2,     0,      0,      0,      3,     0,       1,    12,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13486.85
[SJ CK C9 SA S8 S7 HA HK H7 DQ]    , [HT H8]   , [C9 SA SJ S8 S7 HA HK HT H8 H7]    , [CK DQ]   ,       1,               S,     1,     2,     0,     0,     0,     3,     0,               S,     1,     2,     1,      1,      0,      5,     1,       0,     7,   0.6500,     0.0000,     0.0000,     0.0000,      0.3000,        0.0000,   0.6500, ------  ,   0.6500,      Null,     14197.62
[HJ DJ CA C7 SA SK S7 HA HQ D9]    , [S8 DQ]   , [HJ DJ SA SK S8 S7 CA C7 HA HQ]    , [DQ D9]   ,       0,              HD,     2,     3,     0,     0,     0,     3,     0,              HD,     2,     3,     0,      0,      0,      4,     0,       0,     3,   0.7500,     0.5000,     0.0500,     0.7500,      0.1000,        0.1500,   0.0000, --S---  ,   0.7500,    Spades,     14631.53
[CA CT HA HT HK HQ H9 H7 DK D9]    , [S9 DQ]   , [HA HT HK HQ H9 H7 CA CT DQ D9]    , [S9 DK]   ,       0,               -,     0,     2,     2,     2,     0,     6,     1,               -,     0,     2,     2,      2,      0,      6,     1,       0,     4,   0.5500,     0.0000,     0.0000,     0.0000,      0.5500,        0.0000,   0.0000, ------  ,   0.5500,    Hearts,     13871.54
[SJ SA ST SK S7 HA H9 DQ D9 D8]    , [CT HT]   , [SJ SA ST SK S7 HA HT H9 D9 D8]    , [CT DQ]   ,       2,               S,     1,     2,     1,     1,     0,     4,     1,               S,     1,     2,     2,      2,      0,      4,     1,       1,    13,   0.1000,     0.0000,     0.0000,     0.1000,      0.0000,        0.0000,   0.0500, ------  ,   0.1000,    Spades,     13434.25
[HJ CT CQ C8 SK SQ HQ H9 H8 D9]    , [DJ CK]   , [CK CQ CT C8 HQ HJ H9 H8 DJ D9]    , [SK SQ]   ,       0,               H,     1,     0,     1,     0,     0,     3,     0,              HD,     2,     0,     1,      0,      0,      4,     1,       0,     7,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13380.46
[HJ CT CK ST S8 HT DA DK D8 D7]    , [SJ C8]   , [SJ HJ DA DK D8 D7 CT CK C8 HT]    , [ST S8]   ,       0,               H,     1,     1,     3,     0,     1,     4,     0,              SH,     2,     1,     2,      0,      1,      4,     1,       1,    10,   0.1500,     0.0000,     0.1000,     0.0000,      0.0000,        0.1500,   0.1000, ------  ,   0.1500,  Diamonds,     14954.81
[CT CQ SA ST SQ HA HK H9 H7 DT]    , [S8 DQ]   , [SA ST SQ S8 HA HK H9 H7 DT DQ]    , [CT CQ]   ,       0,               -,     0,     2,     3,     1,     1,     4,     0,               -,     0,     2,     2,      1,      0,      4,     0,       1,    13,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13404.83
[CJ SJ DJ CA CK C8 SA ST S9 HK]    , [DA D9]   , [SJ DJ CA C8 SA ST S9 HK DA D9]    , [CJ CK]   ,       1,             CSD,     3,     2,     1,     1,     0,     3,     0,              SD,     2,     3,     1,      1,      0,      3,     0,       0,     6,   1.0000,     1.0000,     1.0000,     1.0000,      1.0000,        1.0000,   0.0000, GCSHD-  ,   1.0000,     Grand,     16307.74
[CQ ST SQ S9 HA HK H7 DT DK D7]    , [H8 D8]   , [ST S9 HA HK H8 H7 DK DT D8 D7]    , [CQ SQ]   ,       0,               -,     0,     1,     2,     0,     0,     3,     1,               -,     0,     1,     2,      0,      0,      4,     1,       0,     6,   0.1500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1500, ------  ,   0.1500,      Null,     13371.14
[CK ST S8 S7 HA HT HK HQ D8 D7]    , [C8 H9]   , [ST S8 S7 HA HT HK HQ H9 D8 D7]    , [CK C8]   ,       0,               -,     0,     1,     2,     1,     0,     4,     0,               -,     0,     1,     2,      1,      0,      5,     1,       0,     4,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13334.04
[CJ DJ CT CK CQ HA HQ H9 H8 DK]    , [CA D8]   , [CJ DJ HA HQ H9 H8 CA CT CK D8]    , [CQ DK]   ,       1,              CD,     2,     1,     1,     0,     0,     4,     0,              CD,     2,     2,     1,      1,      0,      4,     0,       0,     7,   1.0000,     0.7500,     0.9000,     0.0000,      1.0000,        0.0500,   0.0000, GC-H--  ,   1.0000,    Hearts,     18936.40
[SJ CA SA S9 HT HK HQ DT DK D9]    , [CJ D8]   , [CJ SJ DT DK D9 CA SA HT HK HQ]    , [D8 S9]   ,       0,               S,     1,     2,     2,     0,     0,     3,     1,              CS,     2,     2,     2,      0,      0,      3,     1,       0,     0,   1.0000,     0.9500,     0.0000,     0.0000,      0.9000,        1.0000,   0.0000, G--HD-  ,   1.0000,  Diamonds,     15766.60
[HJ CK C8 SA HT HK DT D9 D8 D7]    , [ST SK]   , [C8 SA ST SK HT HK DT D9 D8 D7]    , [HJ CK]   ,       1,               H,     1,     1,     2,     0,     0,     4,     0,               -,     0,     1,     3,      1,      0,      4,     0,       0,     6,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13278.26
[SJ CK C8 SA SK S8 HK HQ H7 DT]    , [HA D7]   , [C8 SA SK S8 HA HK HQ H7 DT D7]    , [SJ CK]   ,       1,               S,     1,     1,     1,     0,     1,     3,     0,               -,     0,     2,     1,      0,      0,      4,     0,       0,     6,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     14318.88
[CJ SJ HJ CT CK CQ SQ HA HQ D9]    , [DT DK]   , [CJ SJ HJ CT CK CQ HA DT DK D9]    , [SQ HQ]   ,       1,             CSH,     3,     1,     1,     0,     0,     3,     0,             CSH,     3,     1,     2,      0,      0,      3,     1,       0,     6,   1.0000,     0.8000,     1.0000,     0.1500,      0.5500,        1.0000,   0.0000, GC--D-  ,   1.0000,     Clubs,     17362.37
[HJ DJ CT SA ST SQ HA HK DA DT]    , [S9 D7]   , [DJ SA ST SQ S9 HA HK DA DT D7]    , [HJ CT]   ,       0,              HD,     2,     3,     3,     2,     1,     3,     0,               D,     1,     3,     2,      2,      0,      4,     0,       1,    12,   1.0000,     0.9500,     0.2000,     1.0000,      0.4000,        0.9000,   0.0000, G-S-D-  ,   1.0000,    Spades,     15362.12
[HJ DJ CQ C9 SA SK DA DT DQ D9]    , [S7 H9]   , [HJ DJ DA DT DQ D9 C9 SA SK S7]    , [CQ H9]   ,       0,              HD,     2,     2,     1,     1,     0,     4,     0,              HD,     2,     2,     1,      1,      0,      4,     0,       0,     3,   0.6000,     0.4000,     0.0000,     0.2500,      0.0000,        0.6000,   0.0000, ------  ,   0.6000,  Diamonds,     16328.69
[CQ C8 SA ST HT HK DA DT D8 D7]    , [SQ HA]   , [CQ C8 SA ST HA HT DA DT D8 D7]    , [SQ HK]   ,       1,               -,     0,     2,     3,     2,     0,     4,     0,               -,     0,     3,     3,      3,      0,      4,     0,       0,     7,   0.3500,     0.3500,     0.3000,     0.0000,      0.0000,        0.0500,   0.0000, ------  ,   0.3500,     Grand,     13310.24
[SJ HJ CQ C9 C8 SK SQ S9 S8 D7]    , [DJ ST]   , [SJ HJ DJ ST SK SQ S9 S8 C9 C8]    , [CQ D7]   ,       1,              SH,     2,     0,     0,     0,     0,     4,     0,             SHD,     3,     0,     1,      0,      0,      5,     1,       0,     3,   1.0000,     0.2000,     0.8000,     1.0000,      0.0000,        0.0000,   0.3000, -CS---  ,   1.0000,    Spades,     18441.74
[CA SA SK HT H8 H7 DK DQ D8 D7]    , [HQ DA]   , [DA DK DQ D8 D7 CA SA HT HQ H7]    , [SK H8]   ,       1,               -,     0,     2,     1,     0,     0,     4,     0,               -,     0,     3,     1,      0,      0,      5,     0,       0,     4,   0.1500,     0.0500,     0.0000,     0.0000,      0.0500,        0.1500,   0.0000, ------  ,   0.1500,  Diamonds,     14479.24
[SJ DJ CK CQ C9 C8 SK SQ H7 DQ]    , [DA DK]   , [SJ DJ CK CQ C9 C8 SQ DA DK DQ]    , [SK H7]   ,       1,              SD,     2,     0,     0,     0,     0,     4,     0,              SD,     2,     1,     0,      0,      0,      4,     0,       0,     4,   0.2000,     0.0000,     0.2000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.2000,     Clubs,     13606.00
[HJ CA CK SK SQ S9 H9 H8 D8 D7]    , [H7 D9]   , [CK SK SQ S9 H9 H8 H7 D9 D8 D7]    , [HJ CA]   ,       0,               H,     1,     1,     0,     0,     0,     3,     0,               -,     0,     0,     0,      0,      0,      3,     0,       1,    13,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13311.82
[HJ CA SA S8 HT HK H9 H8 H7 DT]    , [SJ DA]   , [SJ HJ CA SA HT HK H8 H7 DA DT]    , [S8 H9]   ,       1,               H,     1,     2,     2,     0,     1,     5,     1,              SH,     2,     3,     2,      1,      0,      4,     1,       0,     0,   1.0000,     1.0000,     0.0500,     0.3000,      1.0000,        0.1000,   0.0000, G--H--  ,   1.0000,     Grand,     15739.14
[CJ SJ HJ CA C9 SQ HT DA DT D8]    , [DJ DQ]   , [CJ SJ DJ CA SQ HT DA DT DQ D8]    , [HJ C9]   ,       0,             CSH,     3,     2,     2,     1,     1,     3,     0,             CSD,     3,     2,     2,      1,      1,      4,     0,       0,     2,   1.0000,     1.0000,     1.0000,     1.0000,      1.0000,        1.0000,   0.0000, GCSHD-  ,   1.0000,     Grand,     17698.11
